,Other_Road_List
2572,"#por terrace,in #por terrace,lanes in #por terrace,frontage road,eastex frontage road,69 eastex frontage road"
2573,"wa terrace,high wa terrace,frontage road,eastex frontage road,69 eastex frontage road,at greens,sb at greens,rd sb at greens,greens road,at greens road,sb at greens road"
2574,"wa terrace,high wa terrace,frontage road,eastex frontage road,69 eastex frontage road,at greens,nb at greens,rd nb at greens,greens road,at greens road,nb at greens road"
2575,"wa terrace,high wa terrace,le fort,the le fort,affecting the le fort,rig heights,and rig heights,left and rig heights,right lane,and right lane,left and right lane,at highway,wb at highway,lp wb at highway,h way,at h way,wb at h way"
2576,"#meyer park,in #meyer park,lanes in #meyer park,po street,s po street,at s po street"
2577,"wa terrace,high wa terrace,on highway,lanes on highway,main lanes on highway,h way,on h way,lanes on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
2578,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
2579,"wa terrace,high wa terrace"
2580,"b locks,flooding b locks,exit ramp,the exit ramp,blocks the exit ramp,n freeway,45 n freeway,on 45 n freeway,f way,n f way,45 n f way,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
2581,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
2582,"wa terrace,high wa terrace,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2583,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2584,"wa terrace,high wa terrace,belt way,on belt way,#northside on belt way,toll road,hardy toll road,the hardy toll road"
2585,"wa terrace,high wa terrace,belt way,on belt way,#northside on belt way,toll road,hardy toll road,the hardy toll road"
2586,"wa terrace,high wa terrace,#jersey village,in #jersey village,lanes in #jersey village,on highway,#jerseyvillage on highway,in #jerseyvillage on highway,h way,on h way,#jerseyvillage on h way,nw freeway,290 nw freeway,hwy 290 nw freeway,f way,nw f way,290 nw f way,frontage road,fwy frontage road,nw fwy frontage road,w road,between w road,outbound between w road"
2587,"wa terrace,high wa terrace,#meyer park,in #meyer park,lanes in #meyer park,link road,stella link road,between stella link road"
2588,"wa terrace,high wa terrace,#meyer land,in #meyer land,lanes in #meyer land,link road,stella link road,and stella link road"
2589,"wa terrace,high wa terrace,the port,at the port,sb at the port"
2590,"wa terrace,high wa terrace"
2591,"wa terrace,high wa terrace"
2592,"wa terrace,high wa terrace"
2593,"wa terrace,high wa terrace,gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,bell fort,between bell fort,sb between bell fort,farm road,dixie farm road,and dixie farm road"
2594,"wa terrace,high wa terrace"
2595,"wa terrace,high wa terrace,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2596,"wa terrace,high wa terrace,b locks,water b locks,high water b locks,exit ramp,the exit ramp,blocks the exit ramp,n freeway,45 n freeway,on 45 n freeway,f way,n f way,45 n f way,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
2597,"wa terrace,high wa terrace,gu loaf,45 gu loaf,on 45 gu loaf,gulf freeway,45 gulf freeway,on 45 gulf freeway,f way,gulf f way,45 gulf f way,dallas street,at dallas street,nb at dallas street"
2598,"wa terrace,high wa terrace,e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2599,"wa terrace,high wa terrace,gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,farm road,dixie farm road,between dixie farm road,bell fort,and bell fort,rd and bell fort"
2600,"wa terrace,high wa terrace,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way"
2601,"wa terrace,high wa terrace,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,eastex freeway,69 eastex freeway,between 69 eastex freeway,f way,eastex f way,69 eastex f way"
2602,"wa terrace,high wa terrace,e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2603,"wa terrace,high wa terrace,e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2604,"wa terrace,high wa terrace,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,eastex freeway,69 eastex freeway,and 69 eastex freeway,f way,eastex f way,69 eastex f way"
2605,"wa terrace,high wa terrace,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way"
2606,"wa terrace,high wa terrace,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way"
2607,"wa terrace,high wa terrace,e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2608,"wa terrace,high wa terrace,e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2609,"toll road,hardy toll road,the hardy toll road"
2610,"toll road,hardy toll road,on hardy toll road"
2611,"toll road,hardy toll road,on hardy toll road"
2612,"wa terrace,high wa terrace,west park,on west park,#swside on west park,toll way,westpark toll way,on westpark toll way,west park,approaching west park,wb approaching west park,westpark drive,approaching westpark drive,wb approaching westpark drive"
2613,"wa terrace,high wa terrace,west park,the west park,on the west park,toll way,westpark toll way,the westpark toll way"
2614,"wa terrace,high wa terrace,frontage road,lp frontage road,w lp frontage road,beechnut street,at beechnut street,sb at beechnut street"
2615,"wa terrace,high wa terrace,frontage road,lp frontage road,w lp frontage road"
2616,"wa terrace,high wa terrace,frontage road,lp frontage road,w lp frontage road,fournace place,approaching fournace place,sb approaching fournace place"
2617,"sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,af terrace,outbound af terrace,fwy outbound af terrace,west park,the west park,after the west park,toll way,westpark toll way,the westpark toll way"
2618,"wa terrace,high wa terrace,p key,houston p key,sam houston p key,houston parkway,sam houston parkway,at sam houston parkway"
2619,"wa terrace,high wa terrace,eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way"
2620,"wa terrace,high wa terrace,eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way"
2621,"wa terrace,high wa terrace,rig heights,three rig heights,in three rig heights,af terrace,nb af terrace,us-69 nb af terrace,shephe road,after shephe road,nb after shephe road"
2622,"wa terrace,high wa terrace"
2623,"wa terrace,high wa terrace,on highway,lanes on highway,main lanes on highway,h way,on h way,lanes on h way"
2624,"wa terrace,high wa terrace,on highway,lanes on highway,main lanes on highway,h way,on h way,lanes on h way"
2625,"wa terrace,high wa terrace,on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way"
2626,"wa terrace,high wa terrace,on highway,lanes on highway,main lanes on highway,h way,on h way,lanes on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
2627,"wa terrace,high wa terrace,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way"
2628,"wa terrace,high wa terrace,on highway,#downtown on highway,in #downtown on highway,h way,on h way,#downtown on h way"
2629,"wa terrace,high wa terrace,on highway,lanes on highway,main lanes on highway,h way,on h way,lanes on h way"
2630,"frontage road,lp frontage road,w lp frontage road,beechnut street,at beechnut street,sb at beechnut street"
2631,"frontage road,lp frontage road,w lp frontage road,fournace place,approaching fournace place,sb approaching fournace place"
2632,"wa terrace,high wa terrace,le fort,two le fort,in two le fort"
2633,"#harr island,in #harr island,flooding in #harr island,sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,frontage road,fwy frontage road,sw fwy frontage road,rock road,chimney rock road,at chimney rock road"
2634,"#harr island,in #harr island,flooding in #harr island,sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,frontage road,fwy frontage road,sw fwy frontage road,bellaire boulevard,at bellaire boulevard,inbound at bellaire boulevard"
2635,"toll way,houston toll way,sam houston toll way,wbell fort,between wbell fort,eb between wbell fort"
2636,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way"
2637,"wa terrace,high wa terrace,on highway,lanes on highway,main lanes on highway,h way,on h way,lanes on h way"
2638,"wa terrace,high wa terrace,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way"
2639,"wa terrace,high wa terrace,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way"
2640,"wa terrace,high wa terrace,p key,houston p key,sam houston p key,houston parkway,sam houston parkway,at sam houston parkway"
2641,"wa terrace,high wa terrace,kickapoo road,between kickapoo road,eb between kickapoo road,kermier road,and kermier road,rd and kermier road"
2642,"wa terrace,high wa terrace"
2643,"wa terrace,high wa terrace,rig heights,three rig heights,in three rig heights,sw freeway,on sw freeway,lanes on sw freeway,f way,sw f way,on sw f way"
2644,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2645,"wa terrace,high wa terrace,le fort,two le fort,in two le fort"
2646,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2647,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,belt way,on belt way,#northside on belt way,toll road,hardy toll road,the hardy toll road"
2648,"wa terrace,high wa terrace,rig heights,three rig heights,on three rig heights,af terrace,nb af terrace,us-69 nb af terrace,shephe road,after shephe road,nb after shephe road"
2649,"wa terrace,high wa terrace,affe court,water affe court,high water affe court,exit ramp,affect exit ramp,water affect exit ramp,at highway,eb at highway,lp eb at highway,h way,at h way,eb at h way"
2650,"frontage road,lp frontage road,w lp frontage road"
2651,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road"
2652,"wa terrace,high wa terrace,exit ramp,in exit ramp,water in exit ramp,gu loaf,45 gu loaf,the 45 gu loaf,gulf freeway,45 gulf freeway,the 45 gulf freeway,f way,gulf f way,45 gulf f way"
2653,"wa terrace,high wa terrace,exit ramp,in exit ramp,water in exit ramp,af terrace,eb af terrace,lp eb af terrace,n freeway,the n freeway,after the n freeway,f way,n f way,the n f way"
2654,"wa terrace,high wa terrace"
2655,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,the port,at the port,sb at the port"
2656,"frontage road,lp frontage road,w lp frontage road"
2657,"wa terrace,high wa terrace"
2658,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts"
2659,"wa terrace,high wa terrace,on highway,#downtown on highway,in #downtown on highway,h way,on h way,#downtown on h way"
2660,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,rig heights,two rig heights,affects two rig heights,n freeway,45 n freeway,on 45 n freeway,f way,n f way,45 n f way"
2661,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,exit ramp,affects exit ramp,water affects exit ramp,n freeway,45 n freeway,on 45 n freeway,f way,n f way,45 n f way,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
2662,"wa terrace,high wa terrace,on highway,#westside on highway,in #westside on highway,h way,on h way,#westside on h way"
2663,"wa terrace,high wa terrace,on highway,#houston on highway,in #houston on highway,h way,on h way,#houston on h way,at park,nb at park,6 nb at park,park row,at park row,nb at park row"
2664,"wa terrace,high wa terrace,belt way,on belt way,#northside on belt way,toll road,hardy toll road,the hardy toll road"
2665,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,rig heights,two rig heights,affects two rig heights,n freeway,45 n freeway,on 45 n freeway,f way,n f way,45 n f way"
2666,"affe court,waters affe court,high waters affe court,rig heights,two rig heights,affect two rig heights"
2667,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,west park,the west park,on the west park,toll way,westpark toll way,the westpark toll way"
2668,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
2669,"affe courts,waters affe courts,high waters affe courts"
2670,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,gu loaf,45 gu loaf,on 45 gu loaf,gulf freeway,45 gulf freeway,on 45 gulf freeway,f way,gulf f way,45 gulf f way,dallas street,at dallas street,nb at dallas street"
2671,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,entrance ramp,affects entrance ramp,water affects entrance ramp,dallas street,approaching dallas street,nb approaching dallas street"
2672,"dallas street,approaching dallas street,nb approaching dallas street"
2673,"wa terrace,high wa terrace,affe courts,water affe courts,high water affe courts,le fort,three le fort,affects three le fort,gu loaf,45 gu loaf,on 45 gu loaf,gulf freeway,45 gulf freeway,on 45 gulf freeway,f way,gulf f way,45 gulf f way"
2674,"wa terrace,high wa terrace,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,eastex freeway,69 eastex freeway,between 69 eastex freeway,f way,eastex f way,69 eastex f way"
2675,"wa terrace,high wa terrace,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way"
2676,"katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way"
2677,"katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way"
2678,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2679,"e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,eastex freeway,69 eastex freeway,between 69 eastex freeway,f way,eastex f way,69 eastex f way"
2680,"toll way,houston toll way,sam houston toll way"
2681,"rig heights,two rig heights,the two rig heights,e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2682,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2683,"e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,eastex freeway,69 eastex freeway,and 69 eastex freeway,f way,eastex f way,69 eastex f way"
2684,"e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,eastex freeway,69 eastex freeway,and 69 eastex freeway,f way,eastex f way,69 eastex f way"
2685,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2686,"toll road,hardy toll road,the hardy toll road"
2687,"toll road,hardy toll road,on hardy toll road"
2688,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,broad way,and broad way,shaver and broad way"
2689,"#meyer park,in #meyer park,flooding in #meyer park,link road,stella link road,between stella link road"
2690,"#meyer land,in #meyer land,flooding in #meyer land,link road,stella link road,and stella link road"
2691,"exit ramp,#meyer park,in #meyer park,flooding in #meyer park,po street,s po street,at s po street"
2692,"toll road,hardy toll road,on hardy toll road"
2693,"#museumdistri court,in #museumdistri court,flooding in #museumdistri court,sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way"
2694,"exit ramp,gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,at highway,sb at highway,fwy sb at highway,h way,at h way,sb at h way"
2695,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
2696,"eastex freeway,69 eastex freeway,at 69 eastex freeway,f way,eastex f way,69 eastex f way"
2697,"wa terrace,high wa terrace,af terrace,eb af terrace,2920 eb af terrace,telge road,after telge road,eb after telge road"
2698,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way"
2699,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way"
2700,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2701,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road"
2702,"toll way,houston toll way,sam houston toll way"
2703,"west park,on west park,#swside on west park,toll way,westpark toll way,on westpark toll way,west park,approaching west park,wb approaching west park,westpark drive,approaching westpark drive,wb approaching westpark drive"
2704,"#jersey village,in #jersey village,flooding in #jersey village,on highway,#jerseyvillage on highway,in #jerseyvillage on highway,h way,on h way,#jerseyvillage on h way,nw freeway,290 nw freeway,hwy 290 nw freeway,f way,nw f way,290 nw f way,frontage road,fwy frontage road,nw fwy frontage road,w road,between w road,outbound between w road"
2705,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,between 69 sw freeway,f way,sw f way,69 sw f way"
2706,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,broad way,and broad way,shaver and broad way"
2707,"toll way,houston toll way,sam houston toll way"
2708,"toll way,houston toll way,sam houston toll way"
2709,"on highway,flooding on highway,to flooding on highway,h way,on h way,flooding on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
2710,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,between 69 sw freeway,f way,sw f way,69 sw f way"
2711,"toll way,houston toll way,sam houston toll way,wbell fort,between wbell fort,eb between wbell fort"
2712,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road,red bluff,at red bluff,eb at red bluff"
2713,"le fort,flooding le fort,left lane,flooding left lane,gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way"
2714,None
2715,None
2716,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2717,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2718,"sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,af terrace,outbound af terrace,fwy outbound af terrace,west park,the west park,after the west park,toll way,westpark toll way,the westpark toll way"
2719,"toll way,houston toll way,sam houston toll way,fairmont parkway,at fairmont parkway,sb at fairmont parkway,pk way,fairmont pk way,at fairmont pk way"
2720,"toll way,houston toll way,sam houston toll way,pasadena boulevard,at pasadena boulevard,sb at pasadena boulevard"
2721,"toll way,houston toll way,sam houston toll way"
2722,"toll road,hardy toll road,on hardy toll road"
2723,"#jersey village,in #jersey village,flooding in #jersey village,on highway,#jerseyvillage on highway,in #jerseyvillage on highway,h way,on h way,#jerseyvillage on h way,nw freeway,290 nw freeway,hwy 290 nw freeway,f way,nw f way,290 nw f way,frontage road,fwy frontage road,nw fwy frontage road,af terrace,outbound af terrace,rd outbound af terrace,w road,after w road,outbound after w road"
2724,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,red bluff,s red bluff,between s red bluff,bluff road,red bluff road,s red bluff road,jefferson road,and jefferson road,rd and jefferson road"
2725,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,frontage road,225 frontage road,hwy 225 frontage road,richey street,s richey street,between s richey street,main street,and main street,st and main street"
2726,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2727,"toll road,hardy toll road,on hardy toll road"
2728,"#harr island,in #harr island,flooding in #harr island,toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,fondren road,at fondren road,ebwb at fondren road"
2729,"on highway,flooding on highway,to flooding on highway,h way,on h way,flooding on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,between 69 sw freeway,f way,sw f way,69 sw f way"
2730,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,frontage road,fwy frontage road,e fwy frontage road"
2731,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2732,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2733,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2734,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,red bluff,to red bluff,back to red bluff"
2735,"sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,af terrace,outbound af terrace,fwy outbound af terrace,west park,the west park,after the west park,toll way,westpark toll way,the westpark toll way"
2736,"#harr island,in #harr island,flooding in #harr island,toll way,houston toll way,sam houston toll way,frontage road,sb frontage road,tollway sb frontage road,westheimer road,at westheimer road,rd at westheimer road"
2737,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,farm road,dixie farm road,between dixie farm road,bell fort,and bell fort,rd and bell fort"
2738,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,bell fort,between bell fort,sb between bell fort,farm road,dixie farm road,and dixie farm road"
2739,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
2740,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way"
2741,"wa terrace,high wa terrace,toll way,houston toll way,sam houston toll way"
2742,"wa terrace,high wa terrace,exit ramp,on exit ramp,reported on exit ramp,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,waller avenue,at waller avenue,outbound at waller avenue"
2743,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2744,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,red bluff,s red bluff,at s red bluff,bluff road,red bluff road,s red bluff road"
2745,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,frontage road,225 frontage road,hwy 225 frontage road,richey street,s richey street,at s richey street"
2746,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,red bluff,to red bluff,back to red bluff"
2747,"sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,af terrace,outbound af terrace,fwy outbound af terrace,west park,the west park,after the west park,toll way,westpark toll way,the westpark toll way"
2748,"wa terrace,high wa terrace,fm-523 road,before fm-523 road,and before fm-523 road"
2749,"toll way,houston toll way,sam houston toll way,fairmont parkway,at fairmont parkway,sb at fairmont parkway,pk way,fairmont pk way,at fairmont pk way"
2750,"toll way,houston toll way,sam houston toll way,pasadena boulevard,at pasadena boulevard,sb at pasadena boulevard"
2751,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
2752,"toll way,houston toll way,sam houston toll way"
2753,None
2754,None
2755,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2756,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2757,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way"
2758,"toll road,hardy toll road,on hardy toll road"
2759,None
2760,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,parker road,w parker road,approaching w parker road"
2761,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,tid well,e tid well,at e tid well,tidwell road,e tidwell road,at e tidwell road"
2762,"n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,airline drive,at airline drive,outbound at airline drive"
2763,"eastex freeway,69 eastex freeway,at 69 eastex freeway,f way,eastex f way,69 eastex f way"
2764,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way"
2765,"rig heights,two rig heights,flooding two rig heights,on highway,#downtown on highway,in #downtown on highway,h way,on h way,#downtown on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way"
2766,"on highway,flooding on highway,to flooding on highway,h way,on h way,flooding on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,at 69 sw freeway,f way,sw f way,69 sw f way"
2767,"frontage road,lp frontage road,w lp frontage road,fournace place,approaching fournace place,sb approaching fournace place"
2768,"frontage road,lp frontage road,w lp frontage road,beechnut street,at beechnut street,sb at beechnut street"
2769,"frontage road,lp frontage road,w lp frontage road"
2770,"west park,on west park,flooding on west park,toll way,westpark toll way,on westpark toll way"
2771,"#harr island,in #harr island,flooding in #harr island,sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,frontage road,fwy frontage road,sw fwy frontage road,rock road,chimney rock road,at chimney rock road"
2772,"wa terrace,high wa terrace,exit ramp,on exit ramp,water on exit ramp,gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,at highway,sb at highway,fwy sb at highway,h way,at h way,sb at h way"
2773,"wa terrace,high wa terrace,exit ramp,on exit ramp,reported on exit ramp,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,waller avenue,at waller avenue,outbound at waller avenue"
2774,"wa terrace,high wa terrace,#harr island,in #harr island,water in #harr island,gessner drive,on gessner drive,#harris on gessner drive"
2775,"wa terrace,high wa terrace,#harr island,in #harr island,water in #harr island,gessner drive,on gessner drive,#harris on gessner drive"
2776,"#harr island,in #harr island,flooding in #harr island,sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,frontage road,fwy frontage road,sw fwy frontage road,bellaire boulevard,at bellaire boulevard,inbound at bellaire boulevard"
2777,"#harr island,in #harr island,flooding in #harr island,sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,frontage road,fwy frontage road,sw fwy frontage road,beechnut street,at beechnut street,inbound at beechnut street"
2778,"wa terrace,high wa terrace,on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way"
